Find the boost-plus-rotation that equates to 2 perpendicular boosts.

Event:[10.0, 1.0, 1.0, 1.0]
Corner-boost transform: boost [0.97,0.0,0.0] boost [0.0,0.95,0.0]
 Event after corner-boost: [115.91503, -35.78702, -109.80703, 1.0]

Boost+rotation transform: boost [0.97,0.23095,0.0] rotation[0.0,0.0,-1.02842]
 Event after boost+rotation: [115.91503, -35.78702, -109.80703, 1.0]

Order matters. Rotation+boost isn't the same. The operations don't commute.
But there is apparently a DIFFERENT rotation+boost that is indeed the same (not implemented here).
Rotation+boost transform: rotation[0.0,0.0,-1.02842] boost [0.97,0.23095,0.0]
 Event from rotation+boost: [131.90826, -128.27952, -29.0887, 1.0]

β                    β                    Equivalent           Equivalent    θw      (v = vx + vy)         (v = vy + vx)     
X-axis               Y-axis               β                    direction                                                     
-----------------------------------------------------------------------------------------------------------------------------
0.96                 0.8                  0.9857869952479592    13.134°   -41.112°   [0.96,0.224,0.0]      [0.576,0.8,0.0]       
0.96                 0.9                  0.9925240551241064    14.708°   -50.356°   [0.96,0.252,0.0]      [0.41845,0.9,0.0]     
0.96                 0.95                 0.9961706681086328    15.487°   -57.000°   [0.96,0.266,0.0]      [0.29976,0.95,0.0]    
0.96                 0.96                 0.9969219829053825    15.642°   -58.716°   [0.96,0.2688,0.0]     [0.2688,0.96,0.0]     
0.96                 0.97                 0.9976805901690181    15.797°   -60.675°   [0.96,0.2716,0.0]     [0.23338,0.97,0.0]    
0.96                 0.98                 0.9984464732773611    15.952°   -63.018°   [0.96,0.2744,0.0]     [0.19104,0.98,0.0]    
0.96                 0.99                 0.9992196155000161    16.106°   -66.105°   [0.96,0.2772,0.0]     [0.13542,0.99,0.0]    
0.96                 0.999                0.9999216361295518    16.245°   -71.295°   [0.96,0.27972,0.0]    [0.04292,0.999,0.0]   
0.96                 0.9999               0.9999921603612701    16.259°   -72.964°   [0.96,0.27997,0.0]    [0.01358,0.9999,0.0]  
0.96                 0.9999999895816072   0.9999999991831979    16.260°   -73.732°   [0.96,0.28,0.0]       [1.4E-4,1.0,0.0]      
0.97                 0.1                  0.9703045913526329     1.436°    -4.480°   [0.97,0.02431,0.0]    [0.96514,0.1,0.0]     
0.97                 0.2                  0.9712177922587705     2.870°    -9.014°   [0.97,0.04862,0.0]    [0.9504,0.2,0.0]      
0.97                 0.3                  0.9727378886421562     4.300°   -13.664°   [0.97,0.07293,0.0]    [0.92532,0.3,0.0]     
0.97                 0.4                  0.9748620415217734     5.725°   -18.500°   [0.97,0.09724,0.0]    [0.88902,0.4,0.0]     
0.97                 0.5                  0.9775863133248134     7.143°   -23.619°   [0.97,0.12155,0.0]    [0.84004,0.5,0.0]     
0.97                 0.6                  0.9809057039287720     8.552°   -29.159°   [0.97,0.14586,0.0]    [0.776,0.6,0.0]       
0.97                 0.7                  0.9848141956734782     9.951°   -35.349°   [0.97,0.17017,0.0]    [0.69272,0.7,0.0]     
0.97                 0.8                  0.9893048064171123    11.337°   -42.627°   [0.97,0.19448,0.0]    [0.582,0.8,0.0]       
0.97                 0.9                  0.9943696495770575    12.711°   -52.125°   [0.97,0.21879,0.0]    [0.42281,0.9,0.0]     
0.97                 0.95                 0.9971147125581891    13.392°   -58.924°   [0.97,0.23095,0.0]    [0.30288,0.95,0.0]    
0.97                 0.96                 0.9976805901690180    13.528°   -60.675°   [0.97,0.23338,0.0]    [0.2716,0.96,0.0]     
0.97                 0.97                 0.9982520673657530    13.664°   -62.672°   [0.97,0.23581,0.0]    [0.23581,0.97,0.0]    
0.97                 0.98                 0.9988291345370337    13.799°   -65.058°   [0.97,0.23824,0.0]    [0.19303,0.98,0.0]    
0.97                 0.99                 0.9994117819997921    13.935°   -68.196°   [0.97,0.24067,0.0]    [0.13684,0.99,0.0]    
0.97                 0.999                0.9999409278052380    14.056°   -73.458°   [0.97,0.24286,0.0]    [0.04337,0.999,0.0]   
0.97                 0.9999               0.9999940902780375    14.069°   -75.146°   [0.97,0.24308,0.0]    [0.01372,0.9999,0.0]  
0.97                 0.9999999895816072   0.9999999993842730    14.070°   -75.922°   [0.97,0.2431,0.0]     [1.4E-4,1.0,0.0]      
0.98                 0.1                  0.9802020199938378     1.163°    -4.692°   [0.98,0.0199,0.0]     [0.97509,0.1,0.0]     
0.98                 0.2                  0.9808078303113206     2.326°    -9.440°   [0.98,0.0398,0.0]     [0.9602,0.2,0.0]      
0.98                 0.3                  0.9818166835005402     3.486°   -14.306°   [0.98,0.0597,0.0]     [0.93486,0.3,0.0]     
0.98                 0.4                  0.9832273389201502     4.644°   -19.362°   [0.98,0.0796,0.0]     [0.89818,0.4,0.0]     
0.98                 0.5                  0.9850380703302791     5.797°   -24.706°   [0.98,0.0995,0.0]     [0.8487,0.5,0.0]      
0.98                 0.6                  0.9872466763681710     6.946°   -30.481°   [0.98,0.1194,0.0]     [0.784,0.6,0.0]       
0.98                 0.7                  0.9898504937615579     8.090°   -36.916°   [0.98,0.1393,0.0]     [0.69986,0.7,0.0]     
0.98                 0.8                  0.9928464130972121     9.227°   -44.457°   [0.98,0.1592,0.0]     [0.588,0.8,0.0]       
0.98                 0.9                  0.9962308969310278    10.357°   -54.253°   [0.98,0.1791,0.0]     [0.42717,0.9,0.0]     
0.98                 0.95                 0.9980676329788479    10.919°   -61.227°   [0.98,0.18905,0.0]    [0.306,0.95,0.0]      
0.98                 0.96                 0.9984464732773610    11.031°   -63.018°   [0.98,0.19104,0.0]    [0.2744,0.96,0.0]     
0.98                 0.97                 0.9988291345370338    11.143°   -65.058°   [0.98,0.19303,0.0]    [0.23824,0.97,0.0]    
0.98                 0.98                 0.9992156123680214    11.255°   -67.491°   [0.98,0.19502,0.0]    [0.19502,0.98,0.0]    
0.98                 0.99                 0.9996059023435185    11.367°   -70.684°   [0.98,0.19701,0.0]    [0.13825,0.99,0.0]    
0.98                 0.999                0.9999604190166730    11.467°   -76.022°   [0.98,0.1988,0.0]     [0.04382,0.999,0.0]   
0.98                 0.9999               0.9999960401901600    11.477°   -77.729°   [0.98,0.19898,0.0]    [0.01386,0.9999,0.0]  
0.98                 0.9999999895816072   0.9999999995874316    11.478°   -78.514°   [0.98,0.199,0.0]      [1.4E-4,1.0,0.0]      
0.99                 0.1                  0.9901004999493739     0.816°    -4.980°   [0.99,0.01411,0.0]    [0.98504,0.1,0.0]     
0.99                 0.2                  0.9904019386087651     1.632°   -10.018°   [0.99,0.02821,0.0]    [0.97,0.2,0.0]        
0.99                 0.3                  0.9909041325981035     2.448°   -15.175°   [0.99,0.04232,0.0]    [0.9444,0.3,0.0]      
0.99                 0.4                  0.9916067769030221     3.262°   -20.528°   [0.99,0.05643,0.0]    [0.90735,0.4,0.0]     
0.99                 0.5                  0.9925094457988801     4.075°   -26.175°   [0.99,0.07053,0.0]    [0.85737,0.5,0.0]     
0.99                 0.6                  0.9936115941352538     4.887°   -32.260°   [0.99,0.08464,0.0]    [0.792,0.6,0.0]       
0.99                 0.7                  0.9949125589718929     5.696°   -39.019°   [0.99,0.09875,0.0]    [0.707,0.7,0.0]       
0.99                 0.8                  0.9964115615547624     6.503°   -46.903°   [0.99,0.11285,0.0]    [0.594,0.8,0.0]       
0.99                 0.9                  0.9981077096185561     7.308°   -57.075°   [0.99,0.12696,0.0]    [0.43153,0.9,0.0]     
0.99                 0.95                 0.9990294039716750     7.709°   -64.266°   [0.99,0.13401,0.0]    [0.30913,0.95,0.0]    
0.99                 0.96                 0.9992196155000160     7.789°   -66.105°   [0.99,0.13542,0.0]    [0.2772,0.96,0.0]     
0.99                 0.97                 0.9994117819997921     7.869°   -68.196°   [0.99,0.13684,0.0]    [0.24067,0.97,0.0]    
0.99                 0.98                 0.9996059023435186     7.950°   -70.684°   [0.99,0.13825,0.0]    [0.19701,0.98,0.0]    
0.99                 0.99                 0.9998019753931275     8.030°   -73.941°   [0.99,0.13966,0.0]    [0.13966,0.99,0.0]    
0.99                 0.999                0.9999801097521891     8.102°   -79.361°   [0.99,0.14093,0.0]    [0.04426,0.999,0.0]   
0.99                 0.9999               0.9999980100975202     8.109°   -81.089°   [0.99,0.14105,0.0]    [0.014,0.9999,0.0]    
0.99                 0.9999999895816072   0.9999999997926740     8.110°   -81.882°   [0.99,0.14107,0.0]    [1.4E-4,1.0,0.0]      
0.999                0.1                  0.9990100049549052     0.256°    -5.489°   [0.999,0.00447,0.0]   [0.99399,0.1,0.0]     
0.999                0.2                  0.9990400192184494     0.513°   -11.035°   [0.999,0.00894,0.0]   [0.97882,0.2,0.0]     
0.999                0.3                  0.9990900409872976     0.769°   -16.705°   [0.999,0.01341,0.0]   [0.95299,0.3,0.0]     
0.999                0.4                  0.9991600672564932     1.026°   -22.574°   [0.999,0.01788,0.0]   [0.9156,0.4,0.0]      
0.999                0.5                  0.9992500938203608     1.282°   -28.743°   [0.999,0.02236,0.0]   [0.86516,0.5,0.0]     
0.999                0.6                  0.9993601152737686     1.538°   -35.359°   [0.999,0.02683,0.0]   [0.7992,0.6,0.0]      
0.999                0.7                  0.9994901250137491     1.794°   -42.661°   [0.999,0.0313,0.0]    [0.71343,0.7,0.0]     
0.999                0.8                  0.9996401152414803     2.051°   -51.107°   [0.999,0.03577,0.0]   [0.5994,0.8,0.0]      
0.999                0.9                  0.9998100769646202     2.307°   -61.874°   [0.999,0.04024,0.0]   [0.43545,0.9,0.0]     
0.999                0.95                 0.9999025440011641     2.435°   -69.388°   [0.999,0.04247,0.0]   [0.31194,0.95,0.0]    
0.999                0.96                 0.9999216361295516     2.460°   -71.295°   [0.999,0.04292,0.0]   [0.27972,0.96,0.0]    
0.999                0.97                 0.9999409278052379     2.486°   -73.458°   [0.999,0.04337,0.0]   [0.24286,0.97,0.0]    
0.999                0.98                 0.9999604190166729     2.511°   -76.022°   [0.999,0.04382,0.0]   [0.1988,0.98,0.0]     
0.999                0.99                 0.9999801097521890     2.537°   -79.361°   [0.999,0.04426,0.0]   [0.14093,0.99,0.0]    
0.999                0.999                0.9999980019975040     2.560°   -84.880°   [0.999,0.04467,0.0]   [0.04467,0.999,0.0]   
0.999                0.9999               0.9999998001099749     2.562°   -86.628°   [0.999,0.04471,0.0]   [0.01413,0.9999,0.0]  
0.999                0.9999999895816072   0.9999999999791734     2.563°   -87.429°   [0.999,0.04471,0.0]   [1.4E-4,1.0,0.0]      
0.9999               0.1                  0.9999010000495049     0.081°    -5.659°   [0.9999,0.00141,0.0]  [0.99489,0.1,0.0]     
0.9999               0.2                  0.9999040001920184     0.162°   -11.376°   [0.9999,0.00283,0.0]  [0.9797,0.2,0.0]      
0.9999               0.3                  0.9999090004095373     0.243°   -17.216°   [0.9999,0.00424,0.0]  [0.95384,0.3,0.0]     
0.9999               0.4                  0.9999160006720564     0.324°   -23.256°   [0.9999,0.00566,0.0]  [0.91642,0.4,0.0]     
0.9999               0.5                  0.9999250009375701     0.405°   -29.597°   [0.9999,0.00707,0.0]  [0.86594,0.5,0.0]     
0.9999               0.6                  0.9999360011520738     0.486°   -36.387°   [0.9999,0.00849,0.0]  [0.79992,0.6,0.0]     
0.9999               0.7                  0.9999490012495638     0.567°   -43.863°   [0.9999,0.0099,0.0]   [0.71407,0.7,0.0]     
0.9999               0.8                  0.9999640011520413     0.648°   -52.485°   [0.9999,0.01131,0.0]  [0.59994,0.8,0.0]     
0.9999               0.9                  0.9999810007695146     0.729°   -63.431°   [0.9999,0.01273,0.0]  [0.43585,0.9,0.0]     
0.9999               0.95                 0.9999902504399729     0.770°   -71.037°   [0.9999,0.01343,0.0]  [0.31222,0.95,0.0]    
0.9999               0.96                 0.9999921603612700     0.778°   -72.964°   [0.9999,0.01358,0.0]  [0.27997,0.96,0.0]    
0.9999               0.97                 0.9999940902780374     0.786°   -75.146°   [0.9999,0.01372,0.0]  [0.24308,0.97,0.0]    
0.9999               0.98                 0.9999960401901599     0.794°   -77.729°   [0.9999,0.01386,0.0]  [0.19898,0.98,0.0]    
0.9999               0.99                 0.9999980100975201     0.802°   -81.089°   [0.9999,0.014,0.0]    [0.14105,0.99,0.0]    
0.9999               0.999                0.9999998001099750     0.810°   -86.628°   [0.9999,0.01413,0.0]  [0.04471,0.999,0.0]   
0.9999               0.9999               0.9999999800019997     0.810°   -88.380°   [0.9999,0.01414,0.0]  [0.01414,0.9999,0.0]  
0.9999               0.9999999895816072   0.9999999999979163     0.810°   -89.181°   [0.9999,0.01414,0.0]  [1.4E-4,1.0,0.0]      
0.9999999895816072   0.1                  0.9999999896857912     0.001°    -5.738°   [1.0,1.0E-5,0.0]      [0.99499,0.1,0.0]     
0.9999999895816072   0.2                  0.9999999899983430     0.002°   -11.535°   [1.0,3.0E-5,0.0]      [0.9798,0.2,0.0]      
0.9999999895816072   0.3                  0.9999999905192626     0.003°   -17.455°   [1.0,4.0E-5,0.0]      [0.95394,0.3,0.0]     
0.9999999895816072   0.4                  0.9999999912485502     0.003°   -23.575°   [1.0,6.0E-5,0.0]      [0.91652,0.4,0.0]     
0.9999999895816072   0.5                  0.9999999921862055     0.004°   -29.996°   [1.0,7.0E-5,0.0]      [0.86603,0.5,0.0]     
0.9999999895816072   0.6                  0.9999999933322287     0.005°   -36.865°   [1.0,9.0E-5,0.0]      [0.8,0.6,0.0]         
0.9999999895816072   0.7                  0.9999999946866197     0.006°   -44.421°   [1.0,1.0E-4,0.0]      [0.71414,0.7,0.0]     
0.9999999895816072   0.8                  0.9999999962493786     0.007°   -53.124°   [1.0,1.2E-4,0.0]      [0.6,0.8,0.0]         
0.9999999895816072   0.9                  0.9999999980205053     0.007°   -64.151°   [1.0,1.3E-4,0.0]      [0.43589,0.9,0.0]     
0.9999999895816072   0.95                 0.9999999989842068     0.008°   -71.797°   [1.0,1.4E-4,0.0]      [0.31225,0.95,0.0]    
0.9999999895816072   0.96                 0.9999999991831980     0.008°   -73.732°   [1.0,1.4E-4,0.0]      [0.28,0.96,0.0]       
0.9999999895816072   0.97                 0.9999999993842730     0.008°   -75.922°   [1.0,1.4E-4,0.0]      [0.2431,0.97,0.0]     
0.9999999895816072   0.98                 0.9999999995874315     0.008°   -78.514°   [1.0,1.4E-4,0.0]      [0.199,0.98,0.0]      
0.9999999895816072   0.99                 0.9999999997926738     0.008°   -81.882°   [1.0,1.4E-4,0.0]      [0.14107,0.99,0.0]    
0.9999999895816072   0.999                0.9999999999791737     0.008°   -87.429°   [1.0,1.4E-4,0.0]      [0.04471,0.999,0.0]   
0.9999999895816072   0.9999               0.9999999999979164     0.008°   -89.181°   [1.0,1.4E-4,0.0]      [0.01414,0.9999,0.0]  
0.9999999895816072   0.9999999895816072   0.9999999999999998     0.008°   -89.984°   [1.0,1.4E-4,0.0]      [1.4E-4,1.0,0.0]      
